"PointID"	"x"	"y"	"Conservative_1"	"Conservative_2"	"Conservative_3"	"Conservative_4"	"Pressure"	"Temperature"	"Pressure_Coefficient"	"Mach"
109	0.000000000000000e+00	4.904549999988574e-01	1.176829268292683e+00	1.225745504857561e+03	5.481814618228617e-14	8.916599999981266e+05	1.013250000000001e+05	3.000000000000004e+02	1.823698249416420e-16	2.999999999995596e+00	
110	0.000000000000000e+00	4.951259999988646e-01	1.176829268292683e+00	1.225745504857560e+03	-8.136551833079487e-15	8.916599999981264e+05	1.013250000000002e+05	3.000000000000007e+02	3.647396498832839e-16	2.999999999995592e+00	
111	0.000000000000000e+00	4.997969999988823e-01	1.176829268292683e+00	1.225745504857560e+03	1.276486071071902e-13	8.916599999981261e+05	1.013250000000003e+05	3.000000000000009e+02	4.559245623541050e-16	2.999999999995591e+00	
112	0.000000000000000e+00	5.044679999989033e-01	1.176829268292683e+00	1.225745504857560e+03	8.926930097344865e-14	8.916599999981263e+05	1.013250000000001e+05	3.000000000000002e+02	1.139811405885262e-16	2.999999999995596e+00	
113	0.000000000000000e+00	5.091389999989245e-01	1.176829268292683e+00	1.225745504857561e+03	5.351252352650877e-14	8.916599999981268e+05	1.013250000000000e+05	2.999999999999999e+02	0.000000000000000e+00	2.999999999995598e+00	
114	0.000000000000000e+00	5.138099999989370e-01	1.176829268292683e+00	1.225745504857562e+03	6.262067135658206e-14	8.916599999981270e+05	1.013250000000000e+05	2.999999999999998e+02	-6.838868435311574e-17	2.999999999995599e+00	
115	0.000000000000000e+00	5.184809999989441e-01	1.176829268292683e+00	1.225745504857561e+03	-6.430526417142143e-14	8.916599999981270e+05	1.013250000000001e+05	3.000000000000001e+02	9.118491247082098e-17	2.999999999995598e+00	
116	0.000000000000000e+00	5.231519999989512e-01	1.176829268292684e+00	1.225745504857561e+03	-3.718393069857680e-14	8.916599999981269e+05	1.013250000000001e+05	3.000000000000001e+02	1.367773687062315e-16	2.999999999995596e+00	
117	0.000000000000000e+00	5.278229999989585e-01	1.176829268292683e+00	1.225745504857561e+03	-7.788870325554427e-14	8.916599999981269e+05	1.013250000000001e+05	3.000000000000004e+02	2.051660530593472e-16	2.999999999995596e+00	
118	0.000000000000000e+00	5.324939999989659e-01	1.176829268292683e+00	1.225745504857561e+03	-9.815075749337102e-14	8.916599999981266e+05	1.013250000000002e+05	3.000000000000006e+02	3.419434217655787e-16	2.999999999995593e+00	
