x,V101_H321,V151_H421,V201_H521,V301_H621,V401_H721
5.954297727398704110e-01,1.881654858589172363e+00,1.880941510200500488e+00,1.880838871002197266e+00,1.881017446517944336e+00,1.878729395888226072e+00
5.969654122416517827e-01,1.872757315635681152e+00,1.874079585075378418e+00,1.875251173973083496e+00,1.871626853942871094e+00,1.871441549087452749e+00
5.985010517434331545e-01,1.863972425460815430e+00,1.867278218269348145e+00,1.864202857017517090e+00,1.866973400115966797e+00,1.864229051582002583e+00
6.000366912452144152e-01,1.855299472808837891e+00,1.860537052154541016e+00,1.858741641044616699e+00,1.857747673988342285e+00,1.857088621692142283e+00
6.015723307469957870e-01,1.855299472808837891e+00,1.853855967521667480e+00,1.853321909904479980e+00,1.853174805641174316e+00,1.850019102343937405e+00
6.031079702487770478e-01,1.846737742424011230e+00,1.847234964370727539e+00,1.842606067657470703e+00,1.844108700752258301e+00,1.843019341547049272e+00
6.046436097505584195e-01,1.838286638259887695e+00,1.840674161911010742e+00,1.837309360504150391e+00,1.839615941047668457e+00,1.836089606652731909e+00
6.061792492523396803e-01,1.829945564270019531e+00,1.834173440933227539e+00,1.832053184509277344e+00,1.830712556838989258e+00,1.829232413690086823e+00
6.077148887541210520e-01,1.821714282035827637e+00,1.821353197097778320e+00,1.821661114692687988e+00,1.821922063827514648e+00,1.822442129730402982e+00
6.092505282559023128e-01,1.821714282035827637e+00,1.815034270286560059e+00,1.816524744033813477e+00,1.817570447921752930e+00,1.815717679731114309e+00
6.107861677576836845e-01,1.813592553138732910e+00,1.808776378631591797e+00,1.811427950859069824e+00,1.808956861495971680e+00,1.809058229852873012e+00
6.123218072594649453e-01,1.805580258369445801e+00,1.802579998970031738e+00,1.806370377540588379e+00,1.804695487022399902e+00,1.802461744005475985e+00
6.138574467612463170e-01,1.797677516937255859e+00,1.796445250511169434e+00,1.796372175216674805e+00,1.796264290809631348e+00,1.795933410796214602e+00
6.153930862630275778e-01,1.789884448051452637e+00,1.790372490882873535e+00,1.791431307792663574e+00,1.792094230651855469e+00,1.789467880231513597e+00
6.169287257648089495e-01,1.789884448051452637e+00,1.784361958503723145e+00,1.786528944969177246e+00,1.783843278884887695e+00,1.783064680585807693e+00
6.184643652665902103e-01,1.782201528549194336e+00,1.778413891792297363e+00,1.776839137077331543e+00,1.779761433601379395e+00,1.776723830716018249e+00
6.200000047683715820e-01,1.774629712104797363e+00,1.772528529167175293e+00,1.772051572799682617e+00,1.771681308746337891e+00,1.770441319447782824e+00
